image_path,label,xmin,ymin,xmax,ymax
VOCdevkit/VOC2008/JPEGImages/2008_000096.jpg,person,1.0,1.0,500.0,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000096.jpg,cat,96.3153,124.5336,415.3451,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000097.jpg,bird,101.7237,203.6941,180.808,273.4131
VOCdevkit/VOC2008/JPEGImages/2008_000099.jpg,dog,122.4347,11.9888,335.1213,222.3433
VOCdevkit/VOC2008/JPEGImages/2008_000099.jpg,sheep,98.6474,176.6343,424.6735,357.0
VOCdevkit/VOC2008/JPEGImages/2008_000103.jpg,bird,156.9496,48.9739,286.1474,337.6866
VOCdevkit/VOC2008/JPEGImages/2008_000105.jpg,car,215.7183,182.3694,376.6325,239.2724
VOCdevkit/VOC2008/JPEGImages/2008_000109.jpg,motorbike,293.2143,70.7143,419.6429,196.4286
VOCdevkit/VOC2008/JPEGImages/2008_000109.jpg,car,41.7857,95.0,443.2143,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000109.jpg,person,228.9286,90.7143,337.5,364.2857
VOCdevkit/VOC2008/JPEGImages/2008_000112.jpg,cat,83.4441,74.1356,385.9707,319.4814
VOCdevkit/VOC2008/JPEGImages/2008_000112.jpg,bottle,324.1356,1.0,393.2846,115.359
VOCdevkit/VOC2008/JPEGImages/2008_000128.jpg,sofa,11.6356,29.5878,500.0,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000128.jpg,person,1.0,85.4388,360.7048,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000128.jpg,person,92.7527,173.8697,211.1037,356.7154
VOCdevkit/VOC2008/JPEGImages/2008_000131.jpg,bird,185.1729,119.758,331.4495,179.5984
VOCdevkit/VOC2008/JPEGImages/2008_000132.jpg,person,431.8484,106.0505,473.0718,252.992
VOCdevkit/VOC2008/JPEGImages/2008_000132.jpg,person,39.5612,111.3697,80.1197,261.6356
VOCdevkit/VOC2008/JPEGImages/2008_000132.jpg,bus,0.0,255.6516,499.6676,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000141.jpg,horse,94.4496,9.7836,500.0,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000141.jpg,person,42.6772,167.8993,74.8601,222.9366
VOCdevkit/VOC2008/JPEGImages/2008_000142.jpg,horse,109.375,75.5485,493.2369,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000142.jpg,person,93.9832,159.9701,104.7108,187.9552
VOCdevkit/VOC2008/JPEGImages/2008_000142.jpg,person,36.6138,100.7351,128.9646,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000143.jpg,car,370.0133,105.8271,416.5559,121.1197
VOCdevkit/VOC2008/JPEGImages/2008_000143.jpg,car,392.6197,111.8112,500.0,176.3059
VOCdevkit/VOC2008/JPEGImages/2008_000143.jpg,car,1.0,252.1037,500.0,332.0
VOCdevkit/VOC2008/JPEGImages/2008_000143.jpg,motorbike,129.9867,80.5612,235.7048,248.7793
VOCdevkit/VOC2008/JPEGImages/2008_000143.jpg,person,102.7261,25.375,211.1037,213.5399
VOCdevkit/VOC2008/JPEGImages/2008_000144.jpg,motorbike,147.9388,113.8059,358.7101,286.6782
VOCdevkit/VOC2008/JPEGImages/2008_000144.jpg,person,185.8378,56.625,286.9016,240.1356
VOCdevkit/VOC2008/JPEGImages/2008_000148.jpg,boat,1.0,154.5878,56.8484,229.0559
VOCdevkit/VOC2008/JPEGImages/2008_000151.jpg,aeroplane,244.3484,225.0665,274.2686,260.3059
VOCdevkit/VOC2008/JPEGImages/2008_000154.jpg,bottle,39.8787,194.8843,110.7743,294.2313
VOCdevkit/VOC2008/JPEGImages/2008_000162.jpg,dog,47.4683,20.0312,494.0,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000176.jpg,car,5.3343,110.3307,500.0,345.0391
VOCdevkit/VOC2008/JPEGImages/2008_000176.jpg,person,200.9246,127.4004,301.9203,348.5953
VOCdevkit/VOC2008/JPEGImages/2008_000181.jpg,cat,46.9226,76.0746,422.3032,320.4347
VOCdevkit/VOC2008/JPEGImages/2008_000185.jpg,person,256.4011,65.8599,301.2091,104.2667
VOCdevkit/VOC2008/JPEGImages/2008_000185.jpg,car,159.6728,43.1003,464.7937,271.4075
VOCdevkit/VOC2008/JPEGImages/2008_000187.jpg,car,160.2146,119.3918,442.8638,202.4142
VOCdevkit/VOC2008/JPEGImages/2008_000188.jpg,pottedplant,45.1636,59.8329,394.3812,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000189.jpg,person,254.2674,82.2183,305.4765,116.3578
VOCdevkit/VOC2008/JPEGImages/2008_000189.jpg,car,53.6984,55.1913,388.6913,294.8784
VOCdevkit/VOC2008/JPEGImages/2008_000191.jpg,boat,200.2134,152.2937,332.5036,182.877
VOCdevkit/VOC2008/JPEGImages/2008_000191.jpg,person,68.6344,185.7219,93.5277,214.8826
VOCdevkit/VOC2008/JPEGImages/2008_000191.jpg,person,23.8265,180.7432,54.4097,249.7333
VOCdevkit/VOC2008/JPEGImages/2008_000191.jpg,bicycle,57.2546,194.2568,150.4267,254.7119
VOCdevkit/VOC2008/JPEGImages/2008_000192.jpg,bird,249.7668,57.3284,440.5317,245.7612
VOCdevkit/VOC2008/JPEGImages/2008_000193.jpg,car,103.4851,127.0263,322.5462,203.1287
VOCdevkit/VOC2008/JPEGImages/2008_000193.jpg,person,230.7966,130.5825,253.5562,156.8983
VOCdevkit/VOC2008/JPEGImages/2008_000196.jpg,bicycle,348.862,7.2013,500.0,308.766
VOCdevkit/VOC2008/JPEGImages/2008_000196.jpg,pottedplant,340.3272,105.3521,500.0,305.9211
VOCdevkit/VOC2008/JPEGImages/2008_000196.jpg,bottle,432.0768,1.0,464.0825,57.6991
VOCdevkit/VOC2008/JPEGImages/2008_000196.jpg,bottle,481.1522,12.8912,500.0,41.3407
VOCdevkit/VOC2008/JPEGImages/2008_000196.jpg,bicycle,1.0,1.0,205.192,309.4772
VOCdevkit/VOC2008/JPEGImages/2008_000196.jpg,cat,193.8122,155.8499,277.027,303.7873
VOCdevkit/VOC2008/JPEGImages/2008_000197.jpg,aeroplane,95.895,134.8715,229.1386,202.1662
VOCdevkit/VOC2008/JPEGImages/2008_000199.jpg,person,412.8533,59.64,500.0,353.0451
VOCdevkit/VOC2008/JPEGImages/2008_000199.jpg,car,229.8116,85.8849,385.9354,187.5
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,person,60.1679,58.7575,124.5336,139.9142
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,person,145.9888,38.2351,251.3993,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,person,245.8022,152.9739,341.8843,279.8396
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,person,337.2201,140.847,460.3545,305.959
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,tvmonitor,17.2575,39.1679,158.1157,156.7052
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,bottle,430.5037,258.3843,453.8246,321.8172
VOCdevkit/VOC2008/JPEGImages/2008_000202.jpg,chair,14.2128,169.7799,93.6589,257.2434
VOCdevkit/VOC2008/JPEGImages/2008_000207.jpg,person,72.0898,54.1916,252.3293,433.8323
VOCdevkit/VOC2008/JPEGImages/2008_000217.jpg,person,64.7455,39.7455,258.7575,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000217.jpg,person,238.997,54.5659,422.2305,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000226.jpg,person,386.3024,167.2904,406.0629,230.1647
VOCdevkit/VOC2008/JPEGImages/2008_000226.jpg,person,310.4042,144.8353,334.2066,208.6078
VOCdevkit/VOC2008/JPEGImages/2008_000226.jpg,person,284.8054,96.7814,305.015,151.1228
VOCdevkit/VOC2008/JPEGImages/2008_000226.jpg,person,311.7515,87.7994,333.7575,108.4581
VOCdevkit/VOC2008/JPEGImages/2008_000226.jpg,car,152.7695,156.512,302.3204,218.488
VOCdevkit/VOC2008/JPEGImages/2008_000227.jpg,cat,120.8022,152.5187,423.041,345.6157
VOCdevkit/VOC2008/JPEGImages/2008_000227.jpg,chair,194.4963,1.3993,383.8619,120.8022
VOCdevkit/VOC2008/JPEGImages/2008_000227.jpg,diningtable,1.0,90.0187,467.8172,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000235.jpg,person,286.847,98.4142,370.8022,224.347
VOCdevkit/VOC2008/JPEGImages/2008_000235.jpg,boat,111.8805,171.8294,487.9738,277.5146
VOCdevkit/VOC2008/JPEGImages/2008_000236.jpg,person,62.9664,23.7873,381.9963,295.2425
VOCdevkit/VOC2008/JPEGImages/2008_000237.jpg,pottedplant,75.0749,15.9431,92.5898,36.1527
VOCdevkit/VOC2008/JPEGImages/2008_000237.jpg,motorbike,0.0,137.6497,31.512,171.3323
VOCdevkit/VOC2008/JPEGImages/2008_000237.jpg,car,180.6138,103.518,318.488,161.9012
VOCdevkit/VOC2008/JPEGImages/2008_000237.jpg,person,252.9192,293.0389,287.5,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000237.jpg,person,209.3563,333.009,244.8353,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000238.jpg,bus,0.0,84.2066,478.8174,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000252.jpg,person,184.2066,58.1587,338.2485,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000252.jpg,person,443.7874,109.8054,470.7335,180.7635
VOCdevkit/VOC2008/JPEGImages/2008_000252.jpg,person,165.3443,121.482,203.9671,196.482
VOCdevkit/VOC2008/JPEGImages/2008_000252.jpg,car,1.0,130.9132,46.3323,169.5359
VOCdevkit/VOC2008/JPEGImages/2008_000252.jpg,bus,194.5359,14.5958,500.0,194.2365
VOCdevkit/VOC2008/JPEGImages/2008_000255.jpg,person,81.0391,284.897,99.2451,330.1901
VOCdevkit/VOC2008/JPEGImages/2008_000259.jpg,person,161.3024,144.8353,237.6497,337.5
VOCdevkit/VOC2008/JPEGImages/2008_000259.jpg,person,234.506,138.0988,292.8892,343.3383
VOCdevkit/VOC2008/JPEGImages/2008_000259.jpg,person,369.6856,146.6317,423.5778,277.3204
VOCdevkit/VOC2008/JPEGImages/2008_000260.jpg,person,191.1634,101.5568,241.341,253.4218
VOCdevkit/VOC2008/JPEGImages/2008_000260.jpg,car,303.508,87.3472,500.0,230.3313
VOCdevkit/VOC2008/JPEGImages/2008_000260.jpg,car,0.0,80.6865,146.3144,221.4503
VOCdevkit/VOC2008/JPEGImages/2008_000260.jpg,car,65.4973,107.7735,182.7265,197.4716
VOCdevkit/VOC2008/JPEGImages/2008_000260.jpg,car,223.135,110.4378,258.2149,144.1856
VOCdevkit/VOC2008/JPEGImages/2008_000262.jpg,boat,23.8772,143.488,429.8653,329.4162
VOCdevkit/VOC2008/JPEGImages/2008_000266.jpg,person,16.2078,41.278,164.9645,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000266.jpg,person,77.9307,95.008,160.968,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000266.jpg,person,144.5382,57.2638,265.7638,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000266.jpg,person,220.9147,56.8197,291.9627,244.6528
VOCdevkit/VOC2008/JPEGImages/2008_000266.jpg,person,250.222,82.1306,346.1368,326.3579
VOCdevkit/VOC2008/JPEGImages/2008_000266.jpg,person,262.0262,53.8907,452.9883,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000273.jpg,dog,184.6557,50.9731,442.8892,284.0569
VOCdevkit/VOC2008/JPEGImages/2008_000273.jpg,dog,1.0,158.7575,239.4461,318.1886
VOCdevkit/VOC2008/JPEGImages/2008_000273.jpg,chair,1.0,1.0,463.0988,109.8054
VOCdevkit/VOC2008/JPEGImages/2008_000273.jpg,chair,1.0,1.0,222.3802,160.5539
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,person,167.444,187.0336,191.6978,273.7873
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,person,184.2351,190.7649,201.0261,271.9216
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,person,197.2948,187.9664,230.8769,279.3843
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,person,224.347,187.9664,245.8022,227.1455
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,person,250.4664,203.8246,271.9216,270.9888
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,person,322.2948,199.1604,341.8843,268.1903
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,pottedplant,474.347,15.3918,500.0,40.5784
VOCdevkit/VOC2008/JPEGImages/2008_000275.jpg,pottedplant,441.6978,16.3246,471.5485,36.847
VOCdevkit/VOC2008/JPEGImages/2008_000283.jpg,person,32.1828,95.1381,169.3097,332.0784
VOCdevkit/VOC2008/JPEGImages/2008_000283.jpg,person,387.5933,126.8545,435.1679,226.6679
VOCdevkit/VOC2008/JPEGImages/2008_000284.jpg,person,121.7351,20.056,418.3769,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000284.jpg,pottedplant,10.7276,0.46642,127.3321,322.2948
VOCdevkit/VOC2008/JPEGImages/2008_000287.jpg,pottedplant,285.302,100.2842,425.1776,320.5329
VOCdevkit/VOC2008/JPEGImages/2008_000287.jpg,pottedplant,3.7744,27.9041,225.7993,302.7709
VOCdevkit/VOC2008/JPEGImages/2008_000289.jpg,person,47.3901,149.2674,184.7527,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000290.jpg,person,65.8329,49.5407,389.2916,357.8928
VOCdevkit/VOC2008/JPEGImages/2008_000290.jpg,bottle,389.2916,156.6198,480.8198,371.0
VOCdevkit/VOC2008/JPEGImages/2008_000290.jpg,diningtable,7.6281,297.4665,500.0,371.0
VOCdevkit/VOC2008/JPEGImages/2008_000291.jpg,aeroplane,2.3321,196.8172,216.8843,250.9216
VOCdevkit/VOC2008/JPEGImages/2008_000291.jpg,aeroplane,392.2575,198.6828,438.8993,219.2052
VOCdevkit/VOC2008/JPEGImages/2008_000297.jpg,person,2.3321,87.7425,301.7724,295.7649
VOCdevkit/VOC2008/JPEGImages/2008_000297.jpg,chair,87.2201,205.2799,229.944,330.2799
VOCdevkit/VOC2008/JPEGImages/2008_000297.jpg,chair,260.7276,188.4888,371.7351,330.2799
VOCdevkit/VOC2008/JPEGImages/2008_000297.jpg,chair,5.1306,141.847,120.8022,292.0336
VOCdevkit/VOC2008/JPEGImages/2008_000297.jpg,person,225.5831,113.9286,354.5918,335.0
VOCdevkit/VOC2008/JPEGImages/2008_000309.jpg,tvmonitor,1.0,40.4269,97.003,221.3431
VOCdevkit/VOC2008/JPEGImages/2008_000309.jpg,tvmonitor,240.8892,159.1676,412.172,328.9927
VOCdevkit/VOC2008/JPEGImages/2008_000311.jpg,person,240.2052,66.2201,439.8321,305.0261
VOCdevkit/VOC2008/JPEGImages/2008_000311.jpg,person,21.9216,74.6157,243.0037,308.7575
VOCdevkit/VOC2008/JPEGImages/2008_000311.jpg,diningtable,57.3694,302.2276,500.0,333.0
VOCdevkit/VOC2008/JPEGImages/2008_000311.jpg,person,70.4291,141.7799,104.0112,172.5634
VOCdevkit/VOC2008/JPEGImages/2008_000311.jpg,person,215.9515,117.5261,275.653,193.0858
VOCdevkit/VOC2008/JPEGImages/2008_000313.jpg,person,73.9796,45.0073,331.9971,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000315.jpg,car,208.4581,209.9551,262.3503,234.6557
VOCdevkit/VOC2008/JPEGImages/2008_000315.jpg,car,347.6796,200.9731,383.6078,219.3862
VOCdevkit/VOC2008/JPEGImages/2008_000315.jpg,bus,379.1168,178.9671,438.8473,216.6916
VOCdevkit/VOC2008/JPEGImages/2008_000315.jpg,person,132.5599,208.1587,140.1946,233.7575
VOCdevkit/VOC2008/JPEGImages/2008_000315.jpg,person,138.8473,216.2425,146.482,232.8593
VOCdevkit/VOC2008/JPEGImages/2008_000315.jpg,motorbike,285.2545,199.6257,305.015,211.3024
VOCdevkit/VOC2008/JPEGImages/2008_000316.jpg,person,75.0933,95.6157,395.9888,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000318.jpg,bird,1.0,79.8495,381.6839,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000330.jpg,dog,88.5479,59.0569,500.0,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000330.jpg,person,165.7934,0.67365,500.0,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000335.jpg,cow,93.4725,89.6057,359.9023,259.2327
VOCdevkit/VOC2008/JPEGImages/2008_000335.jpg,cow,0.0,93.6021,109.4583,223.2647
VOCdevkit/VOC2008/JPEGImages/2008_000335.jpg,cow,441.1634,173.087,488.6767,190.405
VOCdevkit/VOC2008/JPEGImages/2008_000335.jpg,cow,360.7904,175.3073,390.0977,188.6288
VOCdevkit/VOC2008/JPEGImages/2008_000336.jpg,dog,115.9431,119.2365,316.2425,315.9431
VOCdevkit/VOC2008/JPEGImages/2008_000338.jpg,person,338.6976,72.979,500.0,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000338.jpg,person,12.2006,56.3623,184.2066,374.7754
VOCdevkit/VOC2008/JPEGImages/2008_000338.jpg,diningtable,130.3144,236.9012,341.3922,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000342.jpg,person,114.2096,258.982,146.5449,355.988
VOCdevkit/VOC2008/JPEGImages/2008_000343.jpg,person,359.6082,162.0037,409.0485,300.0634
VOCdevkit/VOC2008/JPEGImages/2008_000343.jpg,train,1.0,0.0,331.6231,338.0
VOCdevkit/VOC2008/JPEGImages/2008_000343.jpg,person,422.1082,180.6604,437.0336,222.6381
VOCdevkit/VOC2008/JPEGImages/2008_000346.jpg,person,123.1287,67.5898,215.1946,308.3084
VOCdevkit/VOC2008/JPEGImages/2008_000346.jpg,car,186.003,130.9132,461.7515,329.8653
VOCdevkit/VOC2008/JPEGImages/2008_000346.jpg,car,1.0,98.1287,132.1108,289.8952
VOCdevkit/VOC2008/JPEGImages/2008_000348.jpg,tvmonitor,185.7257,157.4383,278.8898,264.9353
VOCdevkit/VOC2008/JPEGImages/2008_000348.jpg,tvmonitor,274.4108,82.1904,363.9916,199.0934
VOCdevkit/VOC2008/JPEGImages/2008_000350.jpg,bird,155.6706,42.1627,479.0,404.2659
VOCdevkit/VOC2008/JPEGImages/2008_000350.jpg,bird,14.7976,170.1389,180.4722,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000356.jpg,car,141.3246,195.4291,210.3545,240.2052
VOCdevkit/VOC2008/JPEGImages/2008_000361.jpg,bird,67.7176,62.6483,404.7513,334.0
VOCdevkit/VOC2008/JPEGImages/2008_000364.jpg,person,99.7754,123.2784,274.9251,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000364.jpg,person,219.6856,139.8952,403.8174,369.3862
VOCdevkit/VOC2008/JPEGImages/2008_000365.jpg,person,168.1903,129.0112,262.2201,225.0
VOCdevkit/VOC2008/JPEGImages/2008_000371.jpg,horse,189.8313,129.1998,373.6679,275.7362
VOCdevkit/VOC2008/JPEGImages/2008_000371.jpg,horse,191.1634,146.9618,215.5861,178.0453
VOCdevkit/VOC2008/JPEGImages/2008_000371.jpg,person,259.9911,95.008,304.3961,207.7966
VOCdevkit/VOC2008/JPEGImages/2008_000380.jpg,person,337.7994,208.1587,500.0,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000380.jpg,person,140.1946,249.0269,324.7754,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000380.jpg,person,26.5719,269.6856,153.2186,375.0
VOCdevkit/VOC2008/JPEGImages/2008_000392.jpg,person,115.9431,161.3772,225.524,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000392.jpg,person,315.3443,178.1437,375.0,499.7006
VOCdevkit/VOC2008/JPEGImages/2008_000392.jpg,person,282.4102,179.9401,333.9072,387.7246
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,69.4938,94.5639,136.1012,312.1483
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,144.5382,106.9973,207.1492,314.8126
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,221.8028,122.095,281.3055,316.1448
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,17.984,110.1057,66.8295,242.4325
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,426.9538,167.3881,459.8135,228.2229
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,430.9503,218.8979,489.5648,319.6972
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,384.325,162.9476,428.286,224.6705
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,208.4813,116.7664,240.0089,172.2726
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,267.54,131.4201,296.4032,194.4751
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,347.4689,150.0702,382.9929,239.7682
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,motorbike,196.492,178.0453,354.1297,306.8197
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,motorbike,274.6448,163.3917,379.4405,292.1661
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,108.5702,91.0115,148.0906,166.5
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,person,1.1101,112.3259,24.2007,155.8428
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,bottle,429.6647,228.0889,438.4111,245.5816
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,bottle,423.8338,226.6312,430.3936,247.0394
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,bottle,418.0029,230.2755,426.0204,249.2259
VOCdevkit/VOC2008/JPEGImages/2008_000393.jpg,bottle,410.7143,229.5466,418.0029,260.8878
VOCdevkit/VOC2008/JPEGImages/2008_000397.jpg,chair,0.0,333.2335,188.3982,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000397.jpg,diningtable,17.1407,284.1317,375.0,500.0
VOCdevkit/VOC2008/JPEGImages/2008_000397.jpg,chair,61.4521,269.7605,215.9431,468.5629
VOCdevkit/VOC2008/JPEGImages/2008_000397.jpg,chair,150.6737,259.5808,266.2425,442.8144
VOCdevkit/VOC2008/JPEGImages/2008_000397.jpg,chair,321.9311,257.1856,375.0,418.2635
VOCdevkit/VOC2008/JPEGImages/2008_000399.jpg,car,25.7463,87.6045,377.9851,200.291
VOCdevkit/VOC2008/JPEGImages/2008_000400.jpg,bird,216.4742,157.619,296.4032,233.9956
